time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20120416:1200,6.91,72.25,155.0,0.0,155.0,293.2,1.24,129.0,99120.0
20120416:1300,7.37,73.2,175.0,0.0,175.0,286.8,1.31,132.0,99140.0
20120416:1400,5.43,83.15,305.0,133.07,239.0,298.6,1.38,135.0,99130.0
20120416:1500,5.69,83.95,213.0,80.8,181.0,265.2,1.52,115.0,99140.0
20120416:1600,5.25,90.8,37.0,0.0,37.0,279.2,1.38,119.0,99150.0
20120416:1700,3.79,96.0,44.0,6.47,43.0,266.2,1.24,137.0,99160.0
20120416:1800,2.8,95.5,0.0,0.0,0.0,272.6,1.17,126.0,99179.0
20120416:1900,1.58,96.8,0.0,-0.0,0.0,262.4,1.72,121.0,99228.0
20120416:2000,0.87,97.05,0.0,-0.0,0.0,258.4,1.72,119.0,99248.0
20120416:2100,0.31,99.0,0.0,-0.0,0.0,247.6,1.79,112.0,99277.0
20120416:2200,-0.25,98.6,0.0,-0.0,0.0,239.8,1.66,104.0,99287.0
20120416:2300,-0.2,93.1,0.0,-0.0,0.0,255.2,1.38,96.0,99287.0
20120417:0000,-0.72,93.4,0.0,-0.0,0.0,256.8,1.17,79.0,99297.0
20120417:0100,-2.76,96.55,0.0,-0.0,0.0,243.0,1.38,61.0,99258.0
20120417:0200,-4.02,96.1,0.0,-0.0,0.0,233.6,1.38,56.0,99238.0
20120417:0300,-4.47,95.75,0.0,-0.0,0.0,236.2,1.24,53.0,99238.0
20120417:0400,-4.52,95.7,0.0,0.0,0.0,241.8,1.1,55.0,99238.0
20120417:0500,-1.48,97.4,41.0,0.0,41.0,253.2,0.41,53.0,99248.0
20120417:0600,0.19,94.85,0.0,0.0,0.0,268.4,0.9,77.0,99277.0
20120417:0700,1.11,89.3,254.0,167.75,187.0,286.0,1.72,118.0,99287.0
20120417:0800,2.15,82.4,388.0,338.33,219.0,279.4,1.59,119.0,99268.0
20120417:0900,3.33,73.3,394.0,194.31,282.0,269.0,1.17,125.0,99258.0
20120417:1000,4.32,66.15,270.0,17.61,259.0,254.2,1.1,129.0,99228.0
20120417:1100,5.21,59.65,190.0,0.0,190.0,261.4,0.97,145.0,99179.0
20120417:1200,5.38,57.85,351.0,78.38,302.0,255.4,0.69,157.0,99140.0
20120417:1300,5.91,54.2,311.0,67.58,272.0,266.4,0.55,163.0,99111.0
20120417:1400,5.84,54.5,415.0,431.56,199.0,249.4,0.28,140.0,99071.0
20120417:1500,5.82,54.45,297.0,309.53,173.0,267.0,0.34,78.0,99032.0
20120417:1600,4.43,62.85,229.0,478.5,93.0,267.8,0.55,57.0,98993.0
20120417:1700,4.07,66.95,86.0,144.41,63.0,249.6,0.62,32.0,98973.0
20120417:1800,3.15,74.05,0.0,0.0,0.0,257.0,0.97,24.0,98954.0
20120417:1900,1.55,78.65,0.0,-0.0,0.0,241.6,1.38,13.0,98944.0
20120417:2000,0.24,82.75,0.0,-0.0,0.0,243.8,1.45,35.0,98944.0
20120417:2100,-0.87,86.6,0.0,-0.0,0.0,235.2,1.38,50.0,98914.0
20120417:2200,-1.67,88.85,0.0,-0.0,0.0,233.6,1.31,55.0,98855.0
20120417:2300,-2.32,91.2,0.0,-0.0,0.0,232.2,1.38,58.0,98826.0
20120418:0000,-2.44,92.75,0.0,-0.0,0.0,239.0,1.24,57.0,98796.0
20120418:0100,-2.6,93.7,0.0,-0.0,0.0,247.0,1.24,56.0,98738.0
20120418:0200,-2.01,93.55,0.0,-0.0,0.0,271.6,1.24,55.0,98689.0
20120418:0300,-1.39,92.75,0.0,-0.0,0.0,284.4,1.24,50.0,98639.0
20120418:0400,-1.13,91.15,0.0,0.0,0.0,283.0,1.24,44.0,98610.0
20120418:0500,-0.52,87.35,12.0,0.0,12.0,295.6,1.52,43.0,98590.0
20120418:0600,0.0,81.7,72.0,0.0,72.0,296.0,2.14,54.0,98571.0
20120418:0700,0.75,78.9,136.0,4.94,134.0,284.8,2.0,59.0,98522.0
20120418:0800,1.57,70.75,188.0,7.93,184.0,282.2,1.66,53.0,98482.0
20120418:0900,2.65,64.55,242.0,13.76,234.0,268.8,1.17,40.0,98424.0
20120418:1000,3.36,60.35,421.0,171.53,313.0,273.8,1.03,20.0,98433.0
20120418:1100,4.1,58.05,252.0,7.74,247.0,275.2,0.97,3.0,98404.0
20120418:1200,4.54,55.35,280.0,20.64,267.0,271.8,1.03,356.0,98384.0
20120418:1300,5.21,53.7,366.0,137.55,286.0,271.2,0.76,340.0,98355.0
20120418:1400,5.48,53.4,312.0,134.66,244.0,249.8,0.76,312.0,98325.0
20120418:1500,5.17,54.9,235.0,116.01,188.0,267.0,1.03,310.0,98286.0
20120418:1600,4.49,57.3,216.0,363.55,111.0,256.4,1.24,320.0,98267.0
20120418:1700,2.99,77.4,103.0,256.1,61.0,257.8,0.55,329.0,98286.0
20120418:1800,2.28,80.0,0.0,0.0,0.0,232.2,0.69,231.0,98286.0
20120418:1900,1.3,78.3,0.0,-0.0,0.0,230.8,0.28,284.0,98316.0
20120418:2000,0.42,82.15,0.0,-0.0,0.0,222.0,0.55,247.0,98335.0
20120418:2100,-0.45,86.05,0.0,-0.0,0.0,228.2,0.55,251.0,98355.0
20120418:2200,-1.07,89.05,0.0,-0.0,0.0,219.0,0.34,263.0,98355.0
20120418:2300,-1.44,91.45,0.0,-0.0,0.0,217.6,0.07,241.0,98375.0
20120419:0000,-1.74,93.85,0.0,-0.0,0.0,215.0,0.14,95.0,98345.0
20120419:0100,-1.78,94.35,0.0,-0.0,0.0,219.2,0.28,92.0,98355.0
20120419:0200,-1.92,94.7,0.0,-0.0,0.0,217.4,0.48,102.0,98355.0
20120419:0300,-2.29,95.9,0.0,-0.0,0.0,218.2,0.55,99.0,98345.0
20120419:0400,-2.45,95.6,0.0,0.0,0.0,223.8,0.62,98.0,98325.0
20120419:0500,-2.21,92.65,32.0,0.0,32.0,227.6,0.62,106.0,98345.0
20120419:0600,-0.23,89.45,111.0,17.01,106.0,237.8,0.76,121.0,98384.0
20120419:0700,1.3,83.8,266.0,180.43,192.0,268.8,1.59,131.0,98384.0
20120419:0800,2.6,71.55,402.0,356.97,220.0,269.2,1.79,148.0,98384.0
20120419:0900,3.89,58.8,557.0,665.14,167.0,270.4,2.07,159.0,98384.0
20120419:1000,4.67,54.45,611.0,682.54,178.0,280.8,2.34,159.0,98384.0
20120419:1100,5.32,49.5,496.0,290.44,307.0,279.4,2.62,157.0,98355.0
20120419:1200,5.43,49.8,514.0,367.37,281.0,296.8,2.83,156.0,98335.0
20120419:1300,5.32,52.45,334.0,87.02,283.0,304.0,2.9,156.0,98335.0
20120419:1400,5.28,54.9,139.0,0.0,139.0,305.0,2.97,152.0,98296.0
20120419:1500,5.32,56.4,206.0,58.59,182.0,299.0,2.97,150.0,98316.0
20120419:1600,5.24,58.65,119.0,23.86,112.0,299.0,2.83,149.0,98296.0
20120419:1700,4.87,63.3,71.0,47.43,63.0,309.8,2.34,147.0,98296.0
20120419:1800,4.0,69.9,0.0,0.0,0.0,305.6,1.86,140.0,98325.0
20120419:1900,3.17,74.7,0.0,-0.0,0.0,294.2,1.86,132.0,98375.0
20120419:2000,2.1,80.1,0.0,-0.0,0.0,263.6,1.93,126.0,98414.0
20120419:2100,1.65,82.4,0.0,-0.0,0.0,270.8,1.93,124.0,98443.0
20120419:2200,1.33,84.65,0.0,-0.0,0.0,272.0,1.93,119.0,98453.0
20120419:2300,1.08,87.1,0.0,-0.0,0.0,276.0,1.79,111.0,98482.0
20120420:0000,0.9,88.9,0.0,-0.0,0.0,277.0,1.59,102.0,98522.0
20120420:0100,0.78,89.9,0.0,-0.0,0.0,280.6,1.59,100.0,98522.0
20120420:0200,0.5,91.7,0.0,-0.0,0.0,275.8,1.59,103.0,98541.0
20120420:0300,0.36,92.2,0.0,-0.0,0.0,269.6,1.66,106.0,98561.0
20120420:0400,0.41,92.2,2.0,0.0,2.0,277.0,1.59,108.0,98581.0
20120420:0500,0.91,90.85,38.0,0.0,38.0,287.0,1.45,106.0,98630.0
20120420:0600,1.93,85.2,125.0,26.72,117.0,298.2,1.66,105.0,98679.0
20120420:0700,3.46,79.85,260.0,156.48,195.0,275.0,2.48,111.0,98698.0
20120420:0800,4.32,72.55,359.0,221.4,245.0,279.4,2.41,107.0,98708.0
20120420:0900,6.22,60.9,470.0,350.13,263.0,279.2,2.76,110.0,98738.0
20120420:1000,7.53,51.9,570.0,522.62,236.0,281.6,3.59,126.0,98708.0
20120420:1100,7.9,51.75,544.0,398.3,283.0,285.4,3.45,131.0,98689.0
20120420:1200,7.95,53.2,521.0,377.34,280.0,300.0,3.17,129.0,98698.0
20120420:1300,8.25,54.3,422.0,232.03,285.0,297.0,2.9,125.0,98708.0
20120420:1400,8.38,54.1,358.0,221.88,244.0,300.0,2.76,119.0,98669.0
20120420:1500,8.69,50.95,253.0,142.5,194.0,278.6,3.03,115.0,98659.0
20120420:1600,8.64,51.0,161.0,100.7,131.0,272.4,3.38,114.0,98669.0
20120420:1700,7.68,57.2,83.0,86.53,68.0,299.0,2.62,107.0,98698.0
20120420:1800,6.61,64.15,14.0,40.95,12.0,307.4,2.28,97.0,98738.0
20120420:1900,5.34,65.45,0.0,-0.0,0.0,256.8,2.14,87.0,98826.0
20120420:2000,4.69,68.65,0.0,-0.0,0.0,278.4,2.07,81.0,98855.0
20120420:2100,4.83,68.15,0.0,-0.0,0.0,314.0,2.14,85.0,98895.0
20120420:2200,4.61,69.35,0.0,-0.0,0.0,310.8,2.21,90.0,98885.0
20120420:2300,4.28,70.6,0.0,-0.0,0.0,309.2,2.21,92.0,98895.0
20120421:0000,3.65,71.4,0.0,-0.0,0.0,291.8,2.14,86.0,98904.0
20120421:0100,2.56,73.5,0.0,-0.0,0.0,259.8,2.07,76.0,98895.0
20120421:0200,1.52,76.2,0.0,-0.0,0.0,239.8,2.14,68.0,98865.0
20120421:0300,0.8,77.85,0.0,-0.0,0.0,239.2,2.07,60.0,98855.0
20120421:0400,0.35,78.15,2.0,0.0,2.0,236.4,2.14,51.0,98885.0
20120421:0500,0.75,75.95,44.0,0.0,44.0,236.0,2.28,45.0,98826.0
20120421:0600,1.8,71.7,228.0,357.64,119.0,241.8,2.41,42.0,98816.0
20120421:0700,3.81,63.4,368.0,554.03,135.0,251.2,3.1,47.0,98777.0
20120421:0800,4.9,57.25,439.0,455.87,202.0,256.2,3.72,53.0,98698.0
20120421:0900,5.7,51.0,379.0,142.62,294.0,271.8,4.48,56.0,98649.0
20120421:1000,6.03,50.0,434.0,178.65,319.0,289.8,4.28,56.0,98590.0
20120421:1100,5.4,55.7,397.0,106.1,327.0,300.6,4.0,52.0,98522.0
20120421:1200,4.62,61.85,356.0,73.09,309.0,307.2,4.34,44.0,98492.0
20120421:1300,4.23,65.55,225.0,6.73,221.0,307.8,4.34,38.0,98433.0
20120421:1400,3.75,72.35,175.0,1.93,174.0,309.0,3.31,26.0,98345.0
20120421:1500,3.42,76.75,101.0,0.0,101.0,307.4,3.03,18.0,98286.0
20120421:1600,2.87,81.85,94.0,3.31,93.0,308.4,2.69,12.0,98267.0
20120421:1700,2.46,84.2,58.0,11.24,56.0,305.4,2.55,12.0,98227.0
20120421:1800,2.01,82.4,3.0,0.0,3.0,306.0,3.17,23.0,98227.0
20120421:1900,1.53,83.2,0.0,-0.0,0.0,304.0,2.9,24.0,98208.0
20120421:2000,1.2,82.45,0.0,-0.0,0.0,303.0,2.9,24.0,98168.0
20120421:2100,0.96,82.1,0.0,-0.0,0.0,301.2,2.76,24.0,98129.0
20120421:2200,0.78,82.55,0.0,-0.0,0.0,301.4,2.55,24.0,98100.0
20120421:2300,0.65,82.8,0.0,-0.0,0.0,300.6,2.34,22.0,98070.0
20120422:0000,0.56,83.5,0.0,-0.0,0.0,300.6,2.21,21.0,98061.0
20120422:0100,0.46,84.45,0.0,-0.0,0.0,301.6,1.93,19.0,98021.0
20120422:0200,0.38,85.55,0.0,-0.0,0.0,301.4,1.72,18.0,98021.0
20120422:0300,0.09,88.8,0.0,-0.0,0.0,302.4,1.17,4.0,97992.0
20120422:0400,0.01,89.85,3.0,0.0,3.0,302.4,1.17,358.0,98031.0
20120422:0500,0.09,89.75,27.0,0.0,27.0,300.8,1.17,360.0,98021.0
20120422:0600,0.62,85.6,58.0,0.0,58.0,299.4,1.45,30.0,98070.0
20120422:0700,0.78,81.7,79.0,0.0,79.0,302.6,1.03,57.0,98100.0
20120422:0800,1.41,84.1,222.0,17.15,213.0,303.4,0.41,57.0,98129.0
20120422:0900,2.65,63.55,274.0,26.63,258.0,302.4,0.28,213.0,98159.0
20120422:1000,2.35,76.35,382.0,98.72,318.0,301.8,0.76,215.0,98227.0
20120422:1100,2.95,71.45,410.0,120.45,330.0,305.8,1.03,207.0,98286.0
20120422:1200,3.38,68.2,220.0,1.54,219.0,305.2,1.38,204.0,98325.0
20120422:1300,3.71,67.2,230.0,8.35,225.0,304.6,1.59,205.0,98375.0
20120422:1400,3.93,66.2,185.0,3.83,183.0,307.2,1.66,203.0,98384.0
20120422:1500,4.26,64.7,167.0,14.19,161.0,296.2,1.72,204.0,98424.0
20120422:1600,3.71,70.6,179.0,136.89,137.0,297.8,1.45,196.0,98453.0
20120422:1700,3.03,77.1,122.0,301.3,67.0,304.4,1.1,172.0,98502.0
20120422:1800,2.86,77.1,27.0,205.57,15.0,291.8,1.38,140.0,98532.0
20120422:1900,2.15,81.5,0.0,-0.0,0.0,284.0,1.31,131.0,98581.0
20120422:2000,1.05,83.0,0.0,-0.0,0.0,268.6,1.52,129.0,98620.0
20120422:2100,-0.02,84.8,0.0,-0.0,0.0,243.4,1.72,129.0,98669.0
20120422:2200,-1.11,88.05,0.0,-0.0,0.0,237.8,1.59,124.0,98698.0
20120422:2300,-1.85,89.8,0.0,-0.0,0.0,236.6,1.31,108.0,98708.0
20120423:0000,-0.9,89.4,0.0,-0.0,0.0,230.0,1.1,76.0,98728.0
20120423:0100,-0.99,91.3,0.0,-0.0,0.0,235.2,0.9,58.0,98718.0
20120423:0200,-1.15,91.8,0.0,-0.0,0.0,243.8,0.83,49.0,98728.0
20120423:0300,-1.13,91.55,0.0,-0.0,0.0,248.8,0.97,45.0,98738.0
20120423:0400,-1.89,92.15,7.0,0.0,7.0,253.8,1.1,41.0,98738.0
20120423:0500,-0.75,92.4,25.0,0.0,25.0,261.4,0.97,37.0,98738.0
20120423:0600,1.71,84.65,55.0,0.0,55.0,276.4,1.03,39.0,98728.0
20120423:0700,2.76,87.2,164.0,11.61,159.0,313.8,1.45,50.0,98738.0
20120423:0800,3.15,88.85,128.0,0.0,128.0,324.6,1.93,58.0,98738.0
20120423:0900,3.83,89.0,183.0,0.0,183.0,327.0,2.76,71.0,98728.0
20120423:1000,4.63,87.45,197.0,0.0,197.0,329.4,2.76,76.0,98728.0
20120423:1100,5.07,87.45,128.0,0.0,128.0,330.2,2.55,76.0,98728.0
20120423:1200,5.8,85.6,128.0,0.0,128.0,332.6,2.76,81.0,98718.0
20120423:1300,6.24,85.05,119.0,0.0,119.0,334.2,2.48,83.0,98669.0
20120423:1400,6.94,82.55,141.0,0.0,141.0,334.0,2.48,91.0,98630.0
20120423:1500,7.27,81.0,92.0,0.0,92.0,333.0,1.93,99.0,98610.0
20120423:1600,7.51,80.05,91.0,0.0,91.0,334.2,1.59,96.0,98600.0
20120423:1700,7.18,81.0,41.0,0.0,41.0,330.6,1.66,89.0,98600.0
20120423:1800,6.61,82.1,3.0,0.0,3.0,330.6,1.52,82.0,98610.0
20120423:1900,5.69,82.5,0.0,-0.0,0.0,324.8,1.79,80.0,98620.0
20120423:2000,5.22,84.9,0.0,-0.0,0.0,323.2,1.66,75.0,98630.0
20120423:2100,4.82,87.2,0.0,-0.0,0.0,321.6,1.59,66.0,98620.0
20120423:2200,4.44,89.6,0.0,-0.0,0.0,317.6,1.79,63.0,98532.0
20120423:2300,4.28,91.2,0.0,-0.0,0.0,323.6,1.93,56.0,98512.0
20120424:0000,3.88,93.45,0.0,-0.0,0.0,317.0,2.21,53.0,98482.0
20120424:0100,3.6,94.3,0.0,-0.0,0.0,321.85,2.34,53.0,98463.0
20120424:0200,3.24,95.15,0.0,-0.0,0.0,314.6,2.34,56.0,98433.0
20120424:0300,2.85,98.95,0.0,-0.0,0.0,323.2,2.41,59.0,98404.0
20120424:0400,2.49,99.7,3.0,0.0,3.0,321.4,2.28,62.0,98404.0
20120424:0500,2.12,100.0,32.0,0.0,32.0,314.0,1.38,63.0,98433.0
20120424:0600,1.94,99.95,76.0,0.0,76.0,310.0,1.31,62.0,98433.0
20120424:0700,2.43,99.95,39.0,0.0,39.0,322.4,1.45,72.0,98453.0
20120424:0800,3.0,99.85,84.0,0.0,84.0,322.8,1.31,76.0,98463.0
20120424:0900,3.62,99.8,128.0,0.0,128.0,326.4,1.52,84.0,98473.0
20120424:1000,4.43,95.95,217.0,1.52,216.0,323.0,1.45,104.0,98443.0
20120424:1100,5.65,95.5,170.0,0.0,170.0,329.2,0.97,124.0,98443.0
20120424:1200,6.43,94.0,201.0,0.0,201.0,331.4,1.17,147.0,98453.0
20120424:1300,6.55,93.25,204.0,1.65,203.0,333.2,1.1,162.0,98482.0
20120424:1400,6.38,91.85,117.0,0.0,117.0,333.2,1.17,169.0,98443.0
20120424:1500,6.55,92.8,281.0,183.17,202.0,333.6,1.24,161.0,98453.0
20120424:1600,5.7,89.7,220.0,272.52,134.0,331.4,2.0,167.0,98463.0
20120424:1700,5.6,89.7,139.0,391.47,64.0,291.0,1.45,172.0,98463.0
20120424:1800,5.04,91.4,14.0,0.0,14.0,297.0,1.17,162.0,98482.0
20120424:1900,4.19,96.55,0.0,-0.0,0.0,280.8,1.45,134.0,98532.0
20120424:2000,3.57,97.35,0.0,-0.0,0.0,289.4,1.38,130.0,98561.0
20120424:2100,3.21,97.65,0.0,-0.0,0.0,293.6,1.24,126.0,98590.0
20120424:2200,2.94,97.95,0.0,-0.0,0.0,301.6,1.03,118.0,98610.0
20120424:2300,2.23,99.05,0.0,-0.0,0.0,290.4,0.97,91.0,98620.0
20120425:0000,1.38,99.85,0.0,-0.0,0.0,287.0,0.97,71.0,98590.0
20120425:0100,0.78,99.8,0.0,-0.0,0.0,289.8,0.83,70.0,98590.0
20120425:0200,0.6,99.6,0.0,-0.0,0.0,294.8,0.83,73.0,98600.0
20120425:0300,0.58,99.65,0.0,-0.0,0.0,302.0,0.55,62.0,98590.0
20120425:0400,0.4,99.6,4.0,0.0,4.0,304.4,0.28,43.0,98590.0
20120425:0500,1.13,98.0,95.0,74.31,80.0,302.0,0.21,31.0,98610.0
20120425:0600,3.14,97.4,139.0,27.65,130.0,298.0,0.14,25.0,98649.0
20120425:0700,5.57,94.2,173.0,13.62,167.0,286.4,0.41,146.0,98669.0
20120425:0800,7.09,91.9,297.0,77.91,255.0,289.0,0.34,159.0,98659.0
20120425:0900,8.03,86.55,420.0,192.05,302.0,294.2,0.48,176.0,98649.0
20120425:1000,8.57,82.3,314.0,31.75,293.0,288.4,0.69,183.0,98649.0
20120425:1100,9.31,75.15,536.0,332.33,311.0,289.2,0.76,191.0,98649.0
20120425:1200,9.94,66.8,570.0,465.16,263.0,285.6,0.9,189.0,98630.0
20120425:1300,10.33,60.9,353.0,91.57,297.0,279.0,1.1,186.0,98600.0
20120425:1400,10.46,58.6,385.0,250.49,251.0,270.8,1.31,184.0,98590.0
20120425:1500,10.46,57.9,401.0,654.45,116.0,273.4,1.17,191.0,98600.0
20120425:1600,9.18,63.1,281.0,618.97,83.0,274.2,1.45,164.0,98659.0
20120425:1700,7.63,75.25,158.0,555.98,49.0,276.6,1.72,144.0,98698.0
20120425:1800,6.58,84.6,36.0,207.15,21.0,291.0,1.1,128.0,98708.0
20120425:1900,5.6,90.55,0.0,-0.0,0.0,262.8,1.31,102.0,98738.0
20120425:2000,4.0,96.05,0.0,-0.0,0.0,249.8,1.31,77.0,98738.0
20120425:2100,2.41,98.2,0.0,-0.0,0.0,242.8,1.31,72.0,98787.0
20120425:2200,1.25,98.7,0.0,-0.0,0.0,252.2,1.38,68.0,98816.0
20120425:2300,0.23,98.45,0.0,-0.0,0.0,245.4,1.45,62.0,98796.0
20120426:0000,-0.73,98.45,0.0,-0.0,0.0,244.4,1.45,55.0,98787.0
20120426:0100,-1.4,98.45,0.0,-0.0,0.0,243.6,1.45,50.0,98787.0
20120426:0200,-1.92,98.45,0.0,-0.0,0.0,236.4,1.45,44.0,98777.0
20120426:0300,-2.03,98.45,0.0,-0.0,0.0,239.8,1.45,45.0,98747.0
20120426:0400,-1.68,98.7,4.0,0.0,4.0,252.0,1.38,47.0,98728.0
20120426:0500,0.4,98.2,53.0,0.0,53.0,267.4,1.03,51.0,98728.0
20120426:0600,3.5,95.45,109.0,6.05,107.0,284.4,1.24,56.0,98738.0
20120426:0700,4.92,92.05,353.0,386.27,181.0,301.4,2.34,62.0,98738.0
20120426:0800,6.1,91.0,467.0,481.93,205.0,310.8,3.03,70.0,98708.0
20120426:0900,7.55,86.2,411.0,169.67,306.0,312.8,3.52,78.0,98659.0
20120426:1000,8.37,85.85,444.0,168.23,332.0,321.8,2.83,78.0,98571.0
20120426:1100,10.03,77.6,309.0,23.49,293.0,308.2,3.31,89.0,98551.0
20120426:1200,11.4,68.35,480.0,234.92,324.0,321.8,3.52,94.0,98492.0
20120426:1300,12.56,62.7,334.0,68.23,292.0,295.2,3.72,98.0,98463.0
20120426:1400,12.87,61.8,111.0,0.0,111.0,301.8,3.93,101.0,98414.0
20120426:1500,10.24,81.5,116.0,0.0,116.0,314.0,3.72,113.0,98433.0
20120426:1600,9.24,85.7,64.0,0.0,64.0,317.6,3.24,108.0,98414.0
20120426:1700,8.52,87.8,64.0,9.98,62.0,332.2,2.9,106.0,98424.0
20120426:1800,8.26,87.15,4.0,0.0,4.0,324.2,2.69,107.0,98424.0
20120426:1900,8.67,71.9,0.0,-0.0,0.0,309.8,2.83,103.0,98433.0
20120426:2000,7.83,72.7,0.0,-0.0,0.0,296.0,2.62,103.0,98443.0
20120426:2100,6.72,75.7,0.0,-0.0,0.0,275.4,2.34,100.0,98492.0
20120426:2200,6.1,78.2,0.0,-0.0,0.0,282.2,2.34,95.0,98482.0
20120426:2300,6.03,78.4,0.0,-0.0,0.0,305.4,2.48,93.0,98463.0
20120427:0000,5.83,79.2,0.0,-0.0,0.0,313.4,2.55,92.0,98414.0
20120427:0100,5.55,80.15,0.0,-0.0,0.0,325.65,2.48,93.0,98424.0
20120427:0200,5.29,82.95,0.0,-0.0,0.0,328.2,2.34,96.0,98384.0
20120427:0300,4.92,87.9,0.0,-0.0,0.0,328.8,2.28,96.0,98375.0
20120427:0400,4.61,92.1,5.0,0.0,5.0,328.2,2.28,96.0,98365.0
20120427:0500,4.53,94.2,17.0,0.0,17.0,329.2,2.28,98.0,98335.0
20120427:0600,4.57,95.25,69.0,0.0,69.0,329.6,2.48,105.0,98316.0
20120427:0700,5.03,97.65,77.0,0.0,77.0,333.4,2.41,113.0,98325.0
20120427:0800,5.17,99.9,148.0,0.0,148.0,335.0,2.07,119.0,98335.0
20120427:0900,5.44,99.7,152.0,0.0,152.0,338.0,3.17,128.0,98316.0
20120427:1000,6.03,94.45,115.0,0.0,115.0,339.4,3.17,129.0,98237.0
20120427:1100,6.74,92.25,208.0,0.0,208.0,340.0,2.97,125.0,98178.0
20120427:1200,6.66,99.7,198.0,0.0,198.0,339.6,2.34,124.0,98080.0
20120427:1300,6.82,99.5,134.0,0.0,134.0,335.8,3.24,127.0,98002.0
20120427:1400,6.76,99.65,175.0,1.84,174.0,334.6,2.83,141.0,97943.0
20120427:1500,6.7,99.8,131.0,0.0,131.0,341.0,2.62,154.0,97933.0
20120427:1600,6.7,99.75,200.0,158.35,148.0,342.0,2.76,159.0,97933.0
20120427:1700,6.68,99.8,34.0,0.0,34.0,344.8,2.76,162.0,97894.0
20120427:1800,6.87,96.55,37.0,134.85,26.0,337.8,3.17,174.0,97923.0
20120427:1900,6.61,98.2,0.0,-0.0,0.0,334.0,2.69,195.0,97982.0
20120427:2000,6.43,99.35,0.0,-0.0,0.0,341.2,2.55,196.0,98021.0
20120427:2100,6.36,99.5,0.0,-0.0,0.0,343.2,2.76,196.0,98070.0
20120427:2200,6.27,99.95,0.0,-0.0,0.0,342.8,2.83,197.0,98110.0
20120427:2300,6.19,100.0,0.0,-0.0,0.0,342.8,2.83,197.0,98119.0
20120428:0000,6.11,99.45,0.0,-0.0,0.0,342.0,2.83,197.0,98139.0
20120428:0100,5.99,99.45,0.0,-0.0,0.0,341.65,2.9,198.0,98168.0
20120428:0200,5.9,99.5,0.0,-0.0,0.0,338.2,2.76,198.0,98188.0
20120428:0300,5.86,99.45,0.0,-0.0,0.0,340.4,2.69,196.0,98198.0
20120428:0400,5.8,99.45,5.0,0.0,5.0,339.8,2.28,192.0,98227.0
20120428:0500,5.87,99.15,61.0,0.0,61.0,337.4,2.28,188.0,98257.0
20120428:0600,6.08,99.15,67.0,0.0,67.0,337.4,2.14,186.0,98296.0
20120428:0700,6.59,98.1,161.0,4.4,159.0,337.4,2.62,188.0,98335.0
20120428:0800,6.98,97.6,221.0,10.86,215.0,342.2,2.34,187.0,98365.0
20120428:0900,7.81,97.6,129.0,0.0,129.0,342.8,2.21,183.0,98365.0
20120428:1000,7.84,97.4,135.0,0.0,135.0,345.6,2.07,184.0,98414.0
20120428:1100,8.28,96.65,109.0,0.0,109.0,347.8,2.69,192.0,98463.0
20120428:1200,8.77,95.9,99.0,0.0,99.0,346.0,2.76,195.0,98492.0
20120428:1300,9.1,93.55,71.0,0.0,71.0,338.8,2.76,194.0,98532.0
20120428:1400,8.89,86.45,48.0,0.0,48.0,328.0,3.59,198.0,98561.0
20120428:1500,9.41,87.05,116.0,0.0,116.0,325.4,3.38,192.0,98561.0
20120428:1600,8.96,85.3,105.0,3.01,104.0,329.6,3.72,195.0,98610.0
20120428:1700,8.18,86.85,43.0,0.0,43.0,326.0,3.45,193.0,98630.0
20120428:1800,7.44,88.75,12.0,0.0,12.0,338.6,3.59,197.0,98708.0
20120428:1900,6.92,90.3,0.0,-0.0,0.0,328.6,2.9,196.0,98777.0
20120428:2000,6.55,92.0,0.0,-0.0,0.0,336.0,2.83,195.0,98846.0
20120428:2100,6.22,93.45,0.0,-0.0,0.0,334.6,2.83,196.0,98914.0
20120428:2200,5.95,94.65,0.0,-0.0,0.0,332.6,2.62,198.0,98983.0
20120428:2300,5.73,95.45,0.0,-0.0,0.0,335.6,2.41,200.0,99032.0
20120429:0000,5.32,97.1,0.0,-0.0,0.0,319.4,2.28,204.0,99091.0
20120429:0100,5.28,97.65,0.0,-0.0,0.0,321.25,2.0,214.0,99179.0
20120429:0200,4.8,97.85,0.0,-0.0,0.0,298.6,1.66,226.0,99277.0
20120429:0300,4.15,94.75,0.0,-0.0,0.0,273.8,1.66,241.0,99395.0
20120429:0400,3.62,86.05,60.0,313.82,29.0,260.2,1.66,255.0,99493.0
20120429:0500,3.9,74.05,180.0,540.57,60.0,237.4,1.45,261.0,99552.0
20120429:0600,4.96,55.75,322.0,742.24,66.0,229.4,2.14,270.0,99631.0
20120429:0700,5.8,50.3,451.0,805.84,81.0,226.8,2.62,274.0,99719.0
20120429:0800,7.06,42.85,567.0,867.23,84.0,223.2,2.62,275.0,99758.0
20120429:0900,8.32,38.45,654.0,888.19,93.0,228.4,2.62,268.0,99797.0
20120429:1000,9.38,35.65,711.0,909.9,94.0,233.0,2.83,261.0,99876.0
20120429:1100,10.21,33.95,721.0,882.86,109.0,236.2,2.97,258.0,99876.0
20120429:1200,10.97,30.9,711.0,924.7,86.0,243.2,3.31,261.0,99846.0
